,repository,lines_of_code,cyclomatic_complexity,tlag,deps_depth
548,https://github.com/js-cookie/js-cookie,1702,920,350,10.0
549,https://github.com/okunishinishi/node-injectmock,301,147,1322,7.0
550,https://github.com/vuejs/vue-template-es2015-compiler,126,43,539,12.0
551,https://github.com/felixge/node-formidable,3083,1705,781,5.0
552,https://github.com/cloudhead/node-static,964,379,1585,5.0
553,https://github.com/jonschlinkert/gulp-htmlmin,170,99,1323,10.0
554,https://github.com/dominictarr/split,357,224,478,5.0
555,https://github.com/awslabs/aws-cdk,1010,563,256,8.0
556,https://github.com/bigeasy/register,796,421,2206,5.0
557,https://github.com/babel/eslint-plugin-babel,3778,881,383,6.0
558,https://github.com/bitinn/node-fetch,4813,2195,435,9.0
559,https://github.com/devongovett/browserify-istanbul,148,90,542,9.0
560,https://github.com/armed/gulp-flatten,293,182,798,11.0
561,https://github.com/sindresorhus/find-up,292,160,1160,10.0
562,https://github.com/wheresrhys/fetch-mock,4939,2056,321,9.0
563,https://github.com/eslint/typescript-eslint-parser,2632,1302,284,12.0
564,https://github.com/cucumber/cucumber-js,75795,30077,334,9.0
565,https://github.com/sindresorhus/grunt-sass,170,88,847,11.0
566,https://github.com/substack/minimist,1005,509,2092,7.0
567,https://github.com/terinjokes/gulp-uglify,679,392,923,6.0
568,https://github.com/lovell/sharp,14315,6942,109,9.0
569,https://github.com/avajs/ava,17935,9170,306,9.0
570,https://github.com/mysticatea/eslint-plugin-node,20611,1897,271,9.0
571,https://github.com/amilajack/eslint-plugin-compat,1315,331,295,10.0
572,https://github.com/hparra/gulp-rename,544,290,1438,11.0
573,https://github.com/btford/grunt-conventional-changelog,410,186,1936,11.0
574,https://github.com/webpack-contrib/webpack-hot-middleware,1829,719,408,10.0
575,https://github.com/yannickcr/eslint-plugin-react,58852,14203,263,6.0
576,https://github.com/mochajs/mocha,27520,11571,320,10.0
577,https://github.com/substack/testling,482,269,2122,6.0
578,https://github.com/FormidableLabs/webpack-dashboard,1995,948,580,9.0
579,https://github.com/googlechrome/workbox,18859,6924,278,11.0
580,https://github.com/wdavidw/node-csv-parse,2637,1272,31,10.0
581,https://github.com/michaelleeallen/mocha-junit-reporter,1147,642,959,7.0
582,https://github.com/ludohenin/gulp-inline-ng2-template,1609,645,326,9.0
583,https://github.com/jshttp/methods,190,76,790,5.0
584,https://github.com/gajus/eslint-plugin-flowtype,10878,2753,349,10.0
585,https://github.com/gruntjs/grunt-contrib-watch,2172,1166,862,11.0
586,https://github.com/sindresorhus/get-port,197,101,1393,10.0
587,https://github.com/typicode/husky,109,75,371,11.0
588,https://github.com/miickel/gulp-angular-templatecache,687,348,736,8.0
589,https://github.com/js-cli/js-liftoff,2316,1059,1046,9.0
590,https://github.com/hustxiaoc/gulp-minify,274,181,1079,11.0
591,https://github.com/webpack-contrib/sass-loader,1665,701,344,9.0
592,https://github.com/schickling/gulp-webserver,712,339,1715,9.0
593,https://github.com/istanbuljs/nyc,6075,2829,337,10.0
594,https://github.com/tschaub/gh-pages,1010,345,513,8.0
595,https://github.com/sindresorhus/vinyl-paths,54,36,1307,10.0
596,https://github.com/caitp/karma-coveralls,394,197,1401,11.0
597,https://github.com/postcss/autoprefixer,9484,3772,322,5.0
598,https://github.com/pillarjs/router,3906,2189,651,6.0
599,https://github.com/SheetJS/js-xlsx,150093,86432,412,7.0
600,https://gitlab.com/philbooth/bfj,12112,6108,482,6.0
601,https://github.com/Marak/colors.js,1101,521,330,6.0
602,https://github.com/gruntjs/grunt-contrib-jshint,555,311,991,11.0
603,https://github.com/patrick-steele-idem/child-process-promise,804,475,1562,11.0
604,https://github.com/gulpjs/gulp,540,366,600,10.0
605,https://github.com/motdotla/dotenv,1039,427,386,11.0
606,https://github.com/darkguy2008/parallelshell,141,73,653,5.0
607,https://github.com/webpack/webpack-sources,1391,723,623,8.0
608,https://github.com/palantir/tslint,186,92,293,8.0
609,https://github.com/sindresorhus/get-stdin,95,56,509,10.0
610,https://github.com/clenemt/docdash,3650,1169,438,10.0
611,https://github.com/ciaranj/node-oauth,2899,1207,-135,2.0
612,https://github.com/OverZealous/run-sequence,513,295,916,11.0
613,https://github.com/isaacs/json-stringify-safe,273,180,976,7.0
614,https://github.com/ritz078/rollup-plugin-filesize,133,53,664,11.0
615,https://github.com/pksunkara/inflect,1396,636,-422,2.0
616,https://github.com/prodatakey/dirty-chai,418,198,557,9.0
617,https://github.com/unshiftio/url-parse,1433,851,329,8.0
618,https://github.com/sindresorhus/grunt-concurrent,277,145,1686,10.0
619,https://github.com/producthunt/chai-enzyme,2737,932,887,11.0
620,https://github.com/googleapis/google-api-nodejs-client,12922,2081,267,10.0
621,https://github.com/sindresorhus/gulp-jasmine,251,138,1367,10.0
622,https://github.com/rschmukler/gulp-insert,538,252,1894,9.0
623,https://github.com/coz-labo/coz,1225,576,479,9.0
624,https://github.com/avoidwork/filesize.js,770,533,882,11.0
625,https://github.com/JacksonGariety/gulp-nodemon,168,90,202,10.0
626,https://github.com/ape-repo/ape-tmpl,754,339,598,9.0
627,https://github.com/substack/json-stable-stringify,342,230,2037,2.0
628,https://github.com/prettier/prettier-eslint-cli,1521,550,744,11.0
629,https://github.com/TrySound/rollup-plugin-eslint,226,90,1141,10.0
630,https://github.com/prettier/prettier-eslint,1772,596,713,11.0
631,https://github.com/maxogden/dependency-check,392,210,744,10.0
632,https://github.com/chancejs/chancejs,19126,5683,667,11.0
633,https://github.com/webpack/memory-fs,1022,547,1245,6.0
634,https://github.com/floor/material,6866,3217,520,10.0
635,https://github.com/theturtle32/WebSocket-Node,4900,2644,849,6.0
636,https://github.com/indexzero/node-pkginfo,329,174,-756,4.0
637,https://github.com/cthackers/adm-zip,2263,1010,175,4.0
638,https://github.com/sindresorhus/gzip-size,119,65,1309,10.0
639,https://github.com/shinnn/gulp-gh-pages,513,224,1257,8.0
640,https://github.com/expressjs/method-override,339,138,278,7.0
641,https://github.com/rollup/rollup-plugin-typescript,547,247,1001,9.0
642,https://github.com/mysticatea/cpx,3570,1174,1046,10.0
643,https://github.com/broccolijs/broccoli-merge-trees,98,57,788,9.0
644,https://github.com/tj/consolidate.js,2237,1169,876,10.0
645,https://github.com/steveukx/git-js,6146,2970,298,10.0
646,https://github.com/thlorenz/browserify-shim,2298,1332,1370,8.0
647,https://github.com/azz/pretty-quick,963,398,462,11.0
648,https://github.com/substack/js-traverse,1503,834,2421,2.0
649,https://github.com/hughsk/envify,277,136,967,6.0
650,https://github.com/luin/ioredis,7558,3213,334,11.0
651,https://github.com/reduxjs/reselect,539,274,292,11.0
652,https://github.com/vuejs/rollup-plugin-vue,313,110,326,10.0
653,https://github.com/eggjs/egg-bin,2500,1304,476,10.0
654,https://github.com/clutchski/coffeelint,6,7,1117,4.0
655,https://github.com/eddyerburgh/vue-jest,1717,797,519,9.0
656,https://github.com/benjamn/install,1700,858,388,4.0
657,https://github.com/ape-repo/ape-updating,308,170,1128,7.0
658,https://github.com/kelektiv/node.bcrypt.js,1039,540,283,10.0
659,https://github.com/Macil/flow-copy-source,145,74,435,12.0
660,https://github.com/progre/tslint-config-airbnb,109,4,699,10.0
661,https://github.com/azeemba/eslint-plugin-json,255,118,259,6.0
662,https://github.com/dominictarr/JSONStream,1240,710,928,4.0
663,https://github.com/sindresorhus/gulp-changed,210,102,1430,10.0
664,https://github.com/sindresorhus/pretty-bytes,133,90,1425,10.0
665,https://github.com/eggjs/egg,14266,6646,170,11.0
666,https://github.com/hij1nx/EventEmitter2,3978,2572,472,10.0
667,https://github.com/deepak1556/gulp-browserify,4673,2215,1887,9.0
668,https://github.com/75lb/command-line-args,4956,1565,614,6.0
669,https://github.com/krampstudio/grunt-jsdoc,509,237,1344,11.0
670,https://github.com/zilverline/react-tap-event-plugin,554,208,1688,6.0
671,https://github.com/kpdecker/jsdiff,5635,2841,365,11.0
672,https://github.com/restify/node-restify,24274,10954,370,10.0
673,https://github.com/shelljs/shx,878,512,670,9.0
674,https://github.com/ape-repo/ape-tasking,273,157,1128,9.0
675,https://github.com/jharding/grunt-exec,722,375,1010,9.0
676,https://github.com/npm/nopt,823,350,76,9.0
677,https://github.com/rizowski/eslint-watch,1135,537,536,9.0
678,https://github.com/bkonkle/babel-preset-es2015-loose,51,24,886,6.0
679,https://github.com/karma-runner/karma-requirejs,207,118,1115,11.0
680,https://github.com/gruntjs/grunt-contrib-jasmine,1079,512,1060,10.0
681,https://github.com/release-it/release-it,3947,2223,191,10.0
682,https://github.com/reactjs/react-transition-group,4133,1251,367,3.0
683,https://github.com/mozilla/nunjucks,33321,16884,445,9.0
684,https://github.com/johnpapa/lite-server,259,156,768,9.0
685,https://github.com/mobxjs/mobx,13366,7846,263,12.0
686,https://github.com/webpack-contrib/terser-webpack-plugin,4610,1929,243,10.0
687,https://github.com/squaremo/amqp.node,7565,3903,159,7.0
688,https://github.com/developit/preact,18720,8694,259,9.0
689,https://github.com/jergason/recursive-readdir,497,172,1261,4.0
690,https://github.com/webpack-contrib/expose-loader,187,70,514,9.0
691,https://github.com/zeit/serve,420,221,401,6.0
692,https://github.com/sindresorhus/gulp-size,253,154,1803,11.0
693,https://github.com/reactjs/react-router-redux,1200,486,894,11.0
694,https://github.com/npm/node-tar,25158,13126,562,9.0
695,https://github.com/codemirror/CodeMirror,70773,33783,177,10.0
696,https://github.com/hubotio/hubot,5427,3347,567,12.0
697,https://github.com/sindresorhus/camelcase,200,159,13,10.0
698,https://github.com/tgriesser/knex,45203,13235,201,9.0
699,https://github.com/petehunt/jsx-loader,28,17,1687,6.0
700,https://github.com/chaijs/chai,32959,12024,407,10.0
701,https://github.com/cryptocoinjs/bs58,45,27,1575,8.0
702,https://github.com/selaux/eslint-plugin-filenames,799,162,1025,6.0
703,https://github.com/kelektiv/node-cron,2293,1380,231,7.0
704,https://github.com/rafeca/prettyjson,684,343,1218,6.0
705,https://github.com/dominictarr/map-stream,488,292,2264,5.0
706,https://github.com/mscdex/ssh2,7135,3228,718,3.0
707,https://github.com/commissure/redbox-react,1064,392,755,11.0
708,https://github.com/ElementUI/babel-plugin-component,788,571,946,11.0
709,https://github.com/benbria/coffee-coverage,27,8,790,12.0
710,https://github.com/isaacs/rimraf,858,482,530,9.0
711,https://github.com/sindresorhus/opn-cli,67,31,158,10.0
712,https://github.com/pocesar/grunt-mocha-istanbul,446,187,1026,11.0
713,https://github.com/jashkenas/docco,386,253,716,3.0
714,https://github.com/compodoc/compodoc,2555,3694,322,9.0
715,https://github.com/aexmachina/ember-cli-sass,465,193,522,11.0
716,https://github.com/tdegrunt/jsonschema,4332,1544,708,5.0
717,https://github.com/nodeca/argparse,7517,4225,1240,10.0
718,https://github.com/ape-repo/ape-reporting,268,142,1180,7.0
719,https://github.com/vkadam/grunt-jsbeautifier,908,478,1850,9.0
720,https://github.com/arnaudbenard/redux-mock-store,349,172,453,11.0
721,https://github.com/jfromaniello/url-join,218,111,2007,5.0
722,https://github.com/markdown-it/markdown-it-container,422,286,1490,8.0
723,https://github.com/mariocasciaro/object-path,1291,751,1159,6.0
724,https://github.com/isaacs/sax-js,4264,1275,662,10.0
725,https://github.com/bublejs/buble,15335,6497,492,10.0
726,https://github.com/thlorenz/doctoc,1080,395,1019,9.0
727,https://github.com/koajs/compose,427,191,1038,12.0
728,https://github.com/broccolijs/broccoli-funnel,1801,808,860,7.0
729,https://github.com/gruntjs/grunt-contrib-sass,287,154,1349,11.0
730,https://github.com/json5/json5,2979,1283,896,10.0
731,https://github.com/yiminghe/async-validator,2688,771,666,10.0
732,https://github.com/yuanchuan/node-watch,1324,605,172,4.0
733,https://github.com/image-size/image-size,1321,591,527,8.0
734,https://github.com/mobxjs/mobx-react,5297,2001,309,9.0
735,https://github.com/postcss/postcss-safe-parser,145,79,1304,9.0
736,https://github.com/ember-cli/ember-welcome-page,562,248,518,11.0
737,https://github.com/QingWei-Li/vue-markdown-loader,245,106,759,10.0
738,https://github.com/nodejs/node-gyp,3794,1907,552,6.0
739,https://github.com/SitePen/remap-istanbul,2487,1126,134,11.0
740,https://github.com/redux-utilities/redux-actions,2215,799,481,9.0
741,https://github.com/pull-stream/pull-stream,1861,972,858,4.0
742,https://github.com/jest-community/jest-junit,683,362,451,12.0
743,https://github.com/sindresorhus/gulp-rev,499,247,906,11.0
744,https://github.com/kristerkari/stylelint-scss,21849,5908,355,9.0
745,https://github.com/wavded/babel-tape-runner,9,6,1289,12.0
746,https://github.com/blakeembrey/change-case,168,128,476,9.0
747,https://github.com/adamwdraper/Numeral-js,9724,3663,1812,11.0
748,https://github.com/webpack-contrib/coffee-loader,43,24,1335,9.0
749,https://github.com/Automattic/node-canvas,7999,5709,172,9.0
750,https://github.com/Kagami/gulp-ng-annotate,195,118,1665,8.0
751,https://github.com/styled-components/babel-plugin-styled-components,2023,913,480,11.0
752,https://github.com/sindresorhus/boxen,503,204,325,10.0
753,https://github.com/kevva/download,236,94,1232,10.0
754,https://github.com/sidorares/node-mysql2,71219,20372,326,9.0
755,https://github.com/pillarjs/send,2608,973,452,8.0
756,https://github.com/pegjs/pegjs,16176,8560,418,7.0
757,https://github.com/koajs/static,505,249,333,7.0
758,https://github.com/adamreisnz/replace-in-file,1602,647,652,11.0
759,https://github.com/sindresorhus/gulp-debug,195,97,1563,10.0
760,https://github.com/sindresorhus/path-exists,35,14,170,10.0
761,https://github.com/postcss/postcss-nested,341,117,707,5.0
762,https://github.com/jmcriffey/babel-istanbul,14611,6275,1212,11.0
763,https://github.com/indutny/bn.js,6014,3290,844,8.0
764,https://github.com/machty/ember-maybe-import-regenerator,314,146,1034,11.0
765,https://github.com/karma-runner/karma-ie-launcher,411,210,1381,11.0
766,https://github.com/Flet/semistandard,117,76,800,7.0
767,https://github.com/webpack-contrib/exports-loader,187,71,435,9.0
768,https://github.com/jonschlinkert/gulp-format-md,373,204,778,6.0
769,https://github.com/koajs/bodyparser,460,187,1159,5.0
770,https://github.com/jonathantneal/precss,82,23,1014,10.0
771,https://github.com/jindw/xmldom,3692,1892,21,2.0
772,https://github.com/Qix-/color,1148,515,1109,11.0
773,https://github.com/reworkcss/css,1623,808,1710,4.0
774,https://github.com/LeaVerou/prism,16018,6222,8,11.0
775,https://github.com/karma-runner/karma-junit-reporter,560,291,1104,11.0
776,https://github.com/mridgway/hoist-non-react-statics,436,179,422,11.0
777,https://github.com/estools/escodegen,126664,49519,571,11.0
778,https://github.com/docstrap/docstrap,6145,2281,897,9.0
779,https://github.com/form-data/form-data,2167,1409,900,6.0
780,https://github.com/jaredhanson/passport-local,656,338,1507,4.0
781,https://github.com/clessg/progress-bar-webpack-plugin,82,59,1010,3.0
782,https://github.com/gruntjs/grunt-contrib-qunit,763,407,967,9.0
783,https://github.com/cibernox/ember-disable-proxy-controllers,324,123,1244,11.0
784,https://github.com/isaacs/ini,323,177,510,10.0
785,https://github.com/es-shims/es5-shim,9100,4875,924,8.0
786,https://github.com/xojs/eslint-config-xo,625,145,27,10.0
787,https://github.com/gulpjs/vinyl-fs,7726,3928,704,11.0
788,https://github.com/webpack/node-libs-browser,123,88,795,5.0
789,https://github.com/hapijs/boom,1423,755,429,7.0
790,https://github.com/vojtajina/grunt-coffeelint,60,36,1847,5.0
791,https://github.com/BerkeleyTrue/warning,244,126,1260,12.0
792,https://github.com/gaearon/react-transform-hmr,68,28,977,11.0
793,https://github.com/stevelacy/gulp-git,2208,1434,717,5.0
794,https://github.com/octokit/rest.js,5164,2118,143,9.0
795,https://github.com/kangax/html-minifier,33209,24204,9,11.0
796,https://github.com/defunctzombie/node-util,2292,1293,343,11.0
797,https://github.com/sindresorhus/del-cli,53,25,1187,10.0
798,https://github.com/SouthbankSoftware/test-utils,155,33,442,8.0
799,https://github.com/isaacs/node-which,444,269,610,9.0
800,https://github.com/eggjs/eslint-config-egg,2789,663,889,11.0
801,https://github.com/hapijs/hoek,3543,2100,0,11.0
802,https://github.com/Raynos/global,32,26,2235,4.0
803,https://github.com/theaqua/redux-logger,607,234,775,10.0
804,https://github.com/webpack-contrib/compression-webpack-plugin,1349,559,661,9.0
805,https://github.com/Swatinem/rollup-plugin-url,365,122,674,9.0
806,https://github.com/jshttp/mime-types,415,204,190,8.0
807,https://github.com/rwjblue/ember-source-channel-url,125,62,458,6.0
808,https://github.com/primus/eventemitter3,1665,1006,0,8.0
809,https://github.com/qunitjs/qunit,14853,7115,371,9.0
810,https://github.com/chaijs/chai-spies,2233,857,323,10.0
811,https://github.com/mafintosh/pump,201,125,1211,2.0
812,https://github.com/semantic-release/travis-deploy-once,1390,687,486,11.0
813,https://github.com/expressjs/multer,1996,1301,818,8.0
814,https://github.com/flatiron/nconf,3650,1770,519,6.0
815,https://github.com/sindresorhus/log-symbols,42,27,619,10.0
816,https://github.com/alex-seville/blanket,97424,50495,1389,10.0
817,https://github.com/jshttp/cookie,525,238,360,8.0
818,https://github.com/jeremyfa/yaml.js,11998,5252,739,5.0
819,https://github.com/felixge/node-dateformat,352,159,1148,4.0
820,https://github.com/babel/karma-babel-preprocessor,199,126,579,11.0
821,https://github.com/yaymukund/grunt-simple-mocha,196,95,2287,7.0
822,https://github.com/patorjk/figlet.js,1356,637,1640,11.0
823,https://github.com/vohof/gulp-livereload,450,239,1706,5.0
824,https://github.com/jscs-dev/gulp-jscs,480,267,1633,11.0
825,https://github.com/cujojs/when,12509,5552,1330,8.0
826,https://github.com/deepsweet/isparta-loader,19,11,1307,7.0
827,https://github.com/ElemeFE/element,36169,13294,236,9.0
828,https://github.com/gruntjs/grunt-contrib-less,727,339,1154,11.0
829,https://github.com/Gozala/events,1969,1544,412,12.0
830,https://github.com/calvinmetcalf/copyfiles,478,239,1180,6.0
831,https://github.com/Raynos/function-bind,309,186,502,7.0
832,https://github.com/jashkenas/backbone,26822,15017,791,11.0
833,https://github.com/airbnb/babel-plugin-dynamic-import-node,283,160,490,11.0
834,https://github.com/passy/autoprefixer-loader,149,88,1514,12.0
835,https://github.com/blakeembrey/pluralize,1276,172,369,8.0
836,https://github.com/iShafayet/gulp-line-ending-corrector,3,4,1285,5.0
837,https://github.com/jscs-dev/grunt-jscs,944,449,1497,10.0
838,https://github.com/node-modules/autod,717,382,1035,11.0
839,https://github.com/postcss/postcss-cli,1343,598,409,9.0
840,https://github.com/alexei/sprintf.js,542,341,1191,11.0
841,https://github.com/tschaub/mock-fs,9397,4242,673,8.0
842,https://github.com/hammerjs/hammer.js,8194,3516,1012,10.0
843,https://github.com/blakeembrey/co-mocha,612,219,891,8.0
844,https://github.com/jnordberg/coffeeify,295,197,557,10.0
845,https://github.com/babel/babylon,15758,7233,742,11.0
846,https://github.com/storybooks/storybook-package,1375,635,573,9.0
847,https://github.com/ryanmcgrath/wrench-js,943,530,1422,10.0
848,https://github.com/webpack/null-loader,60,14,376,10.0
849,https://github.com/developit/microbundle,1213,419,295,9.0
850,https://github.com/aheckmann/gm,7096,3994,1205,8.0
851,https://github.com/eddyerburgh/jest-serializer-vue,80,39,574,12.0
852,https://github.com/fb55/htmlparser2,2049,1078,1076,6.0
853,https://github.com/csstools/postcss-preset-env,843,273,189,10.0
854,https://github.com/hughsk/uglifyify,349,200,1363,9.0
855,https://github.com/babel/grunt-babel,122,62,928,11.0
856,https://github.com/ember-cli/ember-cli-test-loader,92,45,0,8.0
857,https://github.com/zeit/ms,461,193,574,6.0
858,https://github.com/ember-cli/ember-cli-jshint,366,147,1204,11.0
859,https://github.com/ben-eb/gulp-cssnano,177,116,572,6.0
860,https://github.com/npm/npmlog,860,448,804,9.0
861,https://github.com/teambition/gulp-sequence,146,79,1387,11.0
862,https://github.com/segmentio/metalsmith,1306,619,828,6.0
863,https://github.com/lerna/lerna,27543,12959,313,11.0
864,https://github.com/jprichardson/string.js,3334,1642,1477,11.0
865,https://github.com/TheLarkInn/angular2-template-loader,355,153,1041,6.0
866,https://github.com/sindresorhus/unique-random-array,22,15,0,10.0
867,https://github.com/normalize/mz,412,184,1156,5.0
868,https://github.com/esdoc/esdoc,6356,2637,519,11.0
869,https://github.com/sindresorhus/gulp-imagemin,177,100,960,11.0
870,https://github.com/mfncooper/mockery,1091,466,2554,5.0
871,https://github.com/sindresorhus/np,1338,612,468,10.0
872,https://github.com/keyanzhang/identity-obj-proxy,152,69,1202,9.0
873,https://github.com/panuhorsmalahti/gulp-tslint,772,305,615,11.0
874,https://github.com/sindresorhus/pify,392,210,924,11.0
875,https://github.com/palantir/tslint-react,116,50,716,6.0
876,https://github.com/insin/nwb,9175,3061,464,9.0
877,https://github.com/chalk/strip-ansi,25,17,1424,10.0
